"state_code","category","description","unit","amount"
"NY","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-645
"NY","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-24.16
"NY","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-5.86
"NY","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",11.19
"NY","Nuclear-Consumption","Change 2010-2020","Billion Btu",-36333
"NY","Nuclear-Consumption","Change 1970-1980","Billion Btu",163351
"NY","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",69.89
"NY","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",18.11
"NY","Nuclear-Consumption","Change 2000-2010","Billion Btu",109023
"NY","Nuclear-Consumption","Change 1990-2000","Billion Btu",78615
"NY","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",17.33
"NY","Nuclear-Consumption","Change 1980-1990","Billion Btu",39723
"NY","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",13.95
"NY","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-2.31
"NY","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",-3.97
"NY","Renewable-Consumption","Change 2010-2020","Billion Btu",62624
"NY","Renewable-Consumption","Change 1990-2000","Billion Btu",39564
"NY","Renewable-Consumption","Change 1980-1990","Billion Btu",-13720
"NY","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",6.32
"NY","Renewable-Consumption","Change 2000-2010","Billion Btu",-24646
"NY","Renewable-Consumption","Change 1970-1980","Billion Btu",79180
"NY","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",9.33
"NY","Renewable-Production","Change 1970-1980","Billion Btu",158360
"NY","Renewable-Production","Percent Change 1990-2000","Billion Btu",6.12
"NY","Renewable-Production","Percent Change 2000-2010","Billion Btu",-12.25
"NY","Renewable-Production","Change 1990-2000","Billion Btu",76514
"NY","Renewable-Production","Percent Change 1980-1990","Billion Btu",-2.31
"NY","Renewable-Production","Percent Change 1970-1980","Billion Btu",13.95
"NY","Renewable-Production","Change 2000-2010","Billion Btu",-140566
"NY","Renewable-Production","Change 2010-2020","Billion Btu",124510
"NY","Renewable-Production","Change 1980-1990","Billion Btu",-27440
"NY","Renewable-Production","Percent Change 2010-2020","Billion Btu",10.36
"OH","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-483037
"OH","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",6.06
"OH","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-10.97
"OH","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-49689
"OH","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-349626
"OH","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-0.90
"OH","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",-381458
"OH","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",318066
"OH","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-6.91
"OH","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",-7.44
"OH","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-399529
"OH","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-71914
"OH","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-80.13
"OH","Fossil Fuel-Production","Change 2000-2010","Billion Btu",106254
"OH","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",11.12
"OH","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-317958
"OH","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-5.28
"OH","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-31.53
"OH","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-448816
"OH","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-24.45
"OH","Nuclear-Consumption","Change 2000-2010","Billion Btu",-9821
"OH","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",26.86
"OH","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",72.13
"OH","Nuclear-Consumption","Change 1980-1990","Billion Btu",89730
"OH","Nuclear-Consumption","Change 2010-2020","Billion Btu",25051
"OH","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",-3.89
"OH","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"OH","Nuclear-Consumption","Change 1990-2000","Billion Btu",62168
"OH","Nuclear-Consumption","Change 1970-1980","Billion Btu",23115
"OH","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",9.18
"OH","Renewable-Consumption","Change 2010-2020","Billion Btu",22212
"OH","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-20.51
"OH","Renewable-Consumption","Change 1980-1990","Billion Btu",-27416
"OH","Renewable-Consumption","Change 1990-2000","Billion Btu",18969
"OH","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",13.66
"OH","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",16.96
"OH","Renewable-Consumption","Change 2000-2010","Billion Btu",30302
"OH","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",10.28
"OH","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",48.84
"OH","Renewable-Consumption","Change 1970-1980","Billion Btu",63225
"OH","Renewable-Production","Percent Change 2000-2010","Billion Btu",12.70
"OH","Renewable-Production","Percent Change 1990-2000","Billion Btu",6.77
"OH","Renewable-Production","Change 1980-1990","Billion Btu",-71668
"OH","Renewable-Production","Percent Change 1980-1990","Billion Btu",-28.62
"OH","Renewable-Production","Change 1970-1980","Billion Btu",126450
"OH","Renewable-Production","Change 2000-2010","Billion Btu",34620
"OH","Renewable-Production","Change 2010-2020","Billion Btu",47384
"OH","Renewable-Production","Percent Change 2010-2020","Billion Btu",14.05
"OH","Renewable-Production","Change 1990-2000","Billion Btu",15583
"OH","Renewable-Production","Percent Change 1970-1980","Billion Btu",48.84
"OK","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",306228
"OK","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-184967
"OK","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",4.83
"OK","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",17.22
"OK","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",49761
"OK","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",128059
"OK","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",2.51
"OK","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",5.60
"OK","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",101868
"OK","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-8.54
"OK","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-246800
"OK","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-21832
"OK","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-31.11
"OK","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-21.42
"OK","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-359310
"OK","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",46.45
"OK","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-305420
"OK","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-25.61
"OK","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-3.37
"OK","Fossil Fuel-Production","Change 2010-2020","Billion Btu",552671
"OK","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"OK","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"OK","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"OK","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"OK","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"OK","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"OK","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"OK","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"OK","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"OK","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"OK","Renewable-Consumption","Change 2000-2010","Billion Btu",60972
"OK","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",8.75
"OK","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",58.47
"OK","Renewable-Consumption","Change 2010-2020","Billion Btu",228882
"OK","Renewable-Consumption","Change 1970-1980","Billion Btu",3125
"OK","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-3.49
"OK","Renewable-Consumption","Change 1980-1990","Billion Btu",25059
"OK","Renewable-Consumption","Change 1990-2000","Billion Btu",-2525
"OK","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",46.17
"OK","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",40.20
"OK","Renewable-Production","Change 1990-2000","Billion Btu",-5050
"OK","Renewable-Production","Percent Change 1990-2000","Billion Btu",-3.49
"OK","Renewable-Production","Change 1980-1990","Billion Btu",50118
"OK","Renewable-Production","Change 1970-1980","Billion Btu",6250
"OK","Renewable-Production","Percent Change 1980-1990","Billion Btu",40.20
"OK","Renewable-Production","Change 2010-2020","Billion Btu",451795
"OK","Renewable-Production","Change 2000-2010","Billion Btu",96096
"OK","Renewable-Production","Percent Change 2010-2020","Billion Btu",61.21
"OK","Renewable-Production","Percent Change 1970-1980","Billion Btu",8.75
"OK","Renewable-Production","Percent Change 2000-2010","Billion Btu",40.33
"OR","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-2.18
"OR","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",174865
"OR","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",6.51
"OR","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-3.61
"OR","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-20775
"OR","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",5.05
"OR","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",19.75
"OR","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",44804
"OR","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-32810
"OR","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",31661
"OR","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"OR","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"OR","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"OR","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"OR","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"OR","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"OR","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"OR","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"OR","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"OR","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"OR","Nuclear-Consumption","Change 1970-1980","Billion Btu",58844
"OR","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"OR","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",-200.00
"OR","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"OR","Nuclear-Consumption","Change 1980-1990","Billion Btu",5429
"OR","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"OR","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",5.79
"OR","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"OR","Nuclear-Consumption","Change 1990-2000","Billion Btu",-64273
"OR","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"OR","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",-5.00
"OR","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",9.46
"OR","Renewable-Consumption","Change 2010-2020","Billion Btu",63747
"OR","Renewable-Consumption","Change 2000-2010","Billion Btu",-31254
"OR","Renewable-Consumption","Change 1980-1990","Billion Btu",86281
"OR","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",5.07
"OR","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",12.54
"OR","Renewable-Consumption","Change 1970-1980","Billion Btu",29779
"OR","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-7.27
"OR","Renewable-Consumption","Change 1990-2000","Billion Btu",-49581
"OR","Renewable-Production","Change 1980-1990","Billion Btu",172562
"OR","Renewable-Production","Percent Change 2000-2010","Billion Btu",-6.57
"OR","Renewable-Production","Percent Change 1980-1990","Billion Btu",12.54
"OR","Renewable-Production","Percent Change 2010-2020","Billion Btu",8.37
"OR","Renewable-Production","Percent Change 1970-1980","Billion Btu",5.07
"OR","Renewable-Production","Percent Change 1990-2000","Billion Btu",-7.46
"OR","Renewable-Production","Change 1970-1980","Billion Btu",59559
"OR","Renewable-Production","Change 2010-2020","Billion Btu",108557
"OR","Renewable-Production","Change 2000-2010","Billion Btu",-80763
"OR","Renewable-Production","Change 1990-2000","Billion Btu",-101487
"PA","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-7.21
"PA","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-2.79
"PA","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",-400752
"PA","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-184661
"PA","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-348731
"PA","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-163782
"PA","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",-7.43
"PA","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",181680
"PA","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",3.38
"PA","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-3.50
"PA","Fossil Fuel-Production","Change 1990-2000","Billion Btu",108429
"PA","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-18.15
"PA","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-33.34
"PA","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-539117
"PA","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-450632
"PA","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-17.74
"PA","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",3.77
"PA","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-564274
"PA","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0.12
"PA","Fossil Fuel-Production","Change 1970-1980","Billion Btu",4169
"PA","Nuclear-Consumption","Change 1980-1990","Billion Btu",479610
"PA","Nuclear-Consumption","Change 1990-2000","Billion Btu",157858
"PA","Nuclear-Consumption","Change 2010-2020","Billion Btu",-14426
"PA","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-1.20
"PA","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",70.80
"PA","Nuclear-Consumption","Change 1970-1980","Billion Btu",126791
"PA","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",94.31
"PA","Nuclear-Consumption","Change 2000-2010","Billion Btu",44101
"PA","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",14.68
"PA","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",3.68
"PA","Renewable-Consumption","Change 1990-2000","Billion Btu",22841
"PA","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",8.59
"PA","Renewable-Consumption","Change 2010-2020","Billion Btu",26942
"PA","Renewable-Consumption","Change 2000-2010","Billion Btu",76345
"PA","Renewable-Consumption","Change 1970-1980","Billion Btu",69301
"PA","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",14.22
"PA","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",40.62
"PA","Renewable-Consumption","Change 1980-1990","Billion Btu",-44971
"PA","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",30.74
"PA","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-28.06
"PA","Renewable-Production","Change 2010-2020","Billion Btu",58411
"PA","Renewable-Production","Percent Change 2010-2020","Billion Btu",11.38
"PA","Renewable-Production","Change 1970-1980","Billion Btu",138602
"PA","Renewable-Production","Percent Change 1970-1980","Billion Btu",40.62
"PA","Renewable-Production","Change 1980-1990","Billion Btu",-89942
"PA","Renewable-Production","Change 2000-2010","Billion Btu",75995
"PA","Renewable-Production","Change 1990-2000","Billion Btu",43468
"PA","Renewable-Production","Percent Change 1980-1990","Billion Btu",-28.06
"PA","Renewable-Production","Percent Change 1990-2000","Billion Btu",13.62
"PA","Renewable-Production","Percent Change 2000-2010","Billion Btu",18.23
"RI","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-5.77
"RI","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-4521
"RI","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-15089
"RI","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-27.29
"RI","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",43964
"RI","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",6.71
"RI","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",16.81
"RI","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-1.62
"RI","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-62065
